./extracted_images/with_original/already_processed_2/pyramid0001.jpg 2 500 420 80 78 735 417 80 81
./extracted_images/with_original/already_processed_2/pyramid0002.jpg 2 500 422 83 81 736 420 77 80
./extracted_images/with_original/already_processed_2/pyramid0003.jpg 2 504 424 77 79 738 419 78 82
./extracted_images/with_original/already_processed_2/pyramid0004.jpg 2 504 422 78 78 738 418 79 84
./extracted_images/with_original/already_processed_2/pyramid0005.jpg 2 502 423 82 79 739 420 78 82
./extracted_images/with_original/already_processed_2/pyramid0006.jpg 2 503 425 81 79 735 425 83 79
./extracted_images/with_original/already_processed_2/pyramid0007.jpg 2 504 423 80 82 738 421 80 84
./extracted_images/with_original/already_processed_2/pyramid0008.jpg 2 501 425 87 79 737 422 80 81
./extracted_images/with_original/already_processed_2/pyramid0009.jpg 2 507 424 77 78 739 425 79 78
./extracted_images/with_original/already_processed_2/pyramid0010.jpg 2 511 420 77 79 744 420 81 83
./extracted_images/with_original/already_processed_2/pyramid0011.jpg 2 514 418 78 77 747 419 76 81
./extracted_images/with_original/already_processed_2/pyramid0012.jpg 2 518 419 78 80 750 424 80 78
./extracted_images/with_original/already_processed_2/pyramid0013.jpg 2 517 419 78 82 751 422 75 84
./extracted_images/with_original/already_processed_2/pyramid0014.jpg 2 506 417 79 82 742 420 73 77
./extracted_images/with_original/already_processed_2/pyramid0015.jpg 2 495 426 74 73 726 430 74 70
./extracted_images/with_original/already_processed_2/pyramid0016.jpg 2 486 423 70 74 713 428 72 75
./extracted_images/with_original/already_processed_2/pyramid0017.jpg 2 477 417 70 69 703 422 72 73
./extracted_images/with_original/already_processed_2/pyramid0018.jpg 2 473 400 70 74 694 407 74 76
./extracted_images/with_original/already_processed_2/pyramid0019.jpg 2 463 385 73 76 687 394 74 76
./extracted_images/with_original/already_processed_2/pyramid0020.jpg 2 441 381 70 74 658 389 77 77
./extracted_images/with_original/already_processed_2/pyramid0021.jpg 2 423 391 70 73 640 400 77 79
./extracted_images/with_original/already_processed_2/pyramid0022.jpg 2 405 399 78 78 630 409 73 78
./extracted_images/with_original/already_processed_2/pyramid0023.jpg 2 400 401 75 75 617 406 78 84
./extracted_images/with_original/already_processed_2/pyramid0024.jpg 2 391 399 76 79 608 413 77 79
./extracted_images/with_original/already_processed_2/pyramid0025.jpg 2 400 402 70 74 612 416 75 77
./extracted_images/with_original/already_processed_2/pyramid0026.jpg 2 402 404 73 72 607 416 82 79
./extracted_images/with_original/already_processed_2/pyramid0027.jpg 2 403 402 69 76 613 419 70 78
./extracted_images/with_original/already_processed_2/pyramid0028.jpg 2 380 409 72 75 587 423 79 77
./extracted_images/with_original/already_processed_2/pyramid0029.jpg 2 373 418 70 73 569 433 87 78
./extracted_images/with_original/already_processed_2/pyramid0030.jpg 2 381 417 67 71 579 434 76 79
./extracted_images/with_original/already_processed_2/pyramid0031.jpg 2 369 408 70 70 570 430 77 76
./extracted_images/with_original/already_processed_2/pyramid0032.jpg 2 366 411 68 71 562 427 74 77
./extracted_images/with_original/already_processed_2/pyramid0033.jpg 2 371 405 70 71 567 422 73 79
./extracted_images/with_original/already_processed_2/pyramid0034.jpg 2 384 399 66 72 575 414 71 80
./extracted_images/with_original/already_processed_2/pyramid0035.jpg 2 381 400 64 71 565 416 72 78
./extracted_images/with_original/already_processed_2/pyramid0037.jpg 2 355 410 62 73 534 429 71 77
./extracted_images/with_original/already_processed_2/pyramid0038.jpg 2 354 412 61 74 532 434 65 79
./extracted_images/with_original/already_processed_2/pyramid0039.jpg 2 351 416 61 69 528 434 69 78
./extracted_images/with_original/already_processed_2/pyramid0040.jpg 2 341 421 62 71 517 441 69 77
./extracted_images/with_original/already_processed_2/pyramid0041.jpg 2 330 424 64 72 506 445 64 73
./extracted_images/with_original/already_processed_2/pyramid0042.jpg 2 324 423 60 69 497 447 70 75
./extracted_images/with_original/already_processed_2/pyramid0043.jpg 2 323 419 58 71 497 440 67 79
./extracted_images/with_original/already_processed_2/pyramid0044.jpg 2 324 416 60 71 504 436 61 82
./extracted_images/with_original/already_processed_2/pyramid0045.jpg 2 320 412 62 75 490 433 74 85
./extracted_images/with_original/already_processed_2/pyramid0046.jpg 2 322 418 62 71 494 439 69 83
./extracted_images/with_original/already_processed_2/pyramid0047.jpg 2 322 419 62 79 496 441 70 86
