./extracted_images/with_original/already_processed/pyramid0001.jpg 2 737 180 76 76 499 183 79 74
./extracted_images/with_original/already_processed/pyramid0002.jpg 2 502 184 79 74 736 180 74 77
./extracted_images/with_original/already_processed/pyramid0003.jpg 2 739 184 76 75 502 184 79 78
./extracted_images/with_original/already_processed/pyramid0004.jpg 2 506 185 75 73 740 184 75 73
./extracted_images/with_original/already_processed/pyramid0005.jpg 2 504 186 79 72 740 186 75 72
./extracted_images/with_original/already_processed/pyramid0006.jpg 2 504 188 78 75 740 187 76 73
./extracted_images/with_original/already_processed/pyramid0007.jpg 2 508 189 74 72 740 186 75 75
./extracted_images/with_original/already_processed/pyramid0009.jpg 2 507 190 74 69 742 186 75 74
./extracted_images/with_original/already_processed/pyramid0010.jpg 2 512 186 75 71 747 184 75 75
./extracted_images/with_original/already_processed/pyramid0011.jpg 2 519 183 74 72 753 182 76 75
./extracted_images/with_original/already_processed/pyramid0008.jpg 2 506 187 76 73 740 187 76 74
./extracted_images/with_original/already_processed/pyramid0012.jpg 2 758 186 74 79 522 185 78 75
./extracted_images/with_original/already_processed/pyramid0013.jpg 2 523 186 76 73 758 190 72 73
./extracted_images/with_original/already_processed/pyramid0014.jpg 2 515 186 74 71 747 188 73 73
./extracted_images/with_original/already_processed/pyramid0015.jpg 2 501 191 72 73 731 195 72 71
./extracted_images/with_original/already_processed/pyramid0016.jpg 2 721 195 70 73 490 193 76 71
./extracted_images/with_original/already_processed/pyramid0017.jpg 2 484 188 72 70 710 190 72 73
./extracted_images/with_original/already_processed/pyramid0018.jpg 2 480 173 72 72 707 176 70 74
./extracted_images/with_original/already_processed/pyramid0020.jpg 2 449 156 73 72 675 162 71 74
./extracted_images/with_original/already_processed/pyramid0021.jpg 2 433 168 72 71 654 172 75 74
./extracted_images/with_original/already_processed/pyramid0022.jpg 2 421 181 68 70 638 185 75 71
./extracted_images/with_original/already_processed/pyramid0023.jpg 2 414 182 69 71 631 187 72 73
./extracted_images/with_original/already_processed/pyramid0024.jpg 2 406 185 69 70 620 187 74 78
