./extracted_images/with_800/already_processed/with005.jpg 1 357 131 120 166
./extracted_images/with_800/already_processed/with006.jpg 1 363 139 117 152
./extracted_images/with_800/already_processed/with007.jpg 1 356 134 121 160
./extracted_images/with_800/already_processed/with008.jpg 1 360 138 123 159
./extracted_images/with_800/already_processed/with009.jpg 1 356 136 119 160
./extracted_images/with_800/already_processed/with010.jpg 1 358 137 117 160
./extracted_images/with_800/already_processed/with011.jpg 1 358 137 116 157
./extracted_images/with_800/already_processed/with012.jpg 1 356 136 120 160
./extracted_images/with_800/already_processed/with013.jpg 1 354 137 120 158
./extracted_images/with_800/already_processed/with014.jpg 1 357 138 117 157
./extracted_images/with_800/already_processed/with015.jpg 1 357 138 115 157
./extracted_images/with_800/already_processed/with016.jpg 1 356 140 117 156
./extracted_images/with_800/already_processed/with017.jpg 1 354 142 119 154
./extracted_images/with_800/already_processed/with018.jpg 1 355 139 115 158
./extracted_images/with_800/already_processed/with019.jpg 1 360 131 113 163
./extracted_images/with_800/already_processed/with020.jpg 1 367 125 117 161
./extracted_images/with_800/already_processed/with021.jpg 1 373 121 115 164
./extracted_images/with_800/already_processed/with022.jpg 1 381 126 117 159
./extracted_images/with_800/already_processed/with023.jpg 1 388 128 111 163
./extracted_images/with_800/already_processed/with024.jpg 1 380 135 118 159
./extracted_images/with_800/already_processed/with025.jpg 1 374 144 117 165
./extracted_images/with_800/already_processed/with026.jpg 1 371 156 124 161
./extracted_images/with_800/already_processed/with027.jpg 1 377 157 114 160
./extracted_images/with_800/already_processed/with028.jpg 1 377 160 117 162
./extracted_images/with_800/already_processed/with029.jpg 1 369 167 121 156
./extracted_images/with_800/already_processed/with030.jpg 1 372 167 118 156
./extracted_images/with_800/already_processed/with031.jpg 1 377 165 110 159
./extracted_images/with_800/already_processed/with032.jpg 1 374 163 113 161
./extracted_images/with_800/already_processed/with033.jpg 1 367 170 116 156
./extracted_images/with_800/already_processed/with034.jpg 1 361 172 121 156
./extracted_images/with_800/already_processed/with035.jpg 1 356 169 120 163
./extracted_images/with_800/already_processed/with036.jpg 1 358 173 116 157
./extracted_images/with_800/already_processed/with037.jpg 1 359 171 115 159
./extracted_images/with_800/already_processed/with038.jpg 1 359 171 119 156
./extracted_images/with_800/already_processed/with039.jpg 1 369 165 112 162
./extracted_images/with_800/already_processed/with040.jpg 1 369 165 118 158
./extracted_images/with_800/already_processed/with041.jpg 1 372 161 117 163
./extracted_images/with_800/already_processed/with042.jpg 1 372 161 116 158
./extracted_images/with_800/already_processed/with043.jpg 1 369 157 120 162
./extracted_images/with_800/already_processed/with044.jpg 1 369 157 115 157
