../preparing data/extracted_images/without_800/without0001.jpg
../preparing data/extracted_images/without_800/without0002.jpg
../preparing data/extracted_images/without_800/without0003.jpg
../preparing data/extracted_images/without_800/without0004.jpg
../preparing data/extracted_images/without_800/without0005.jpg
../preparing data/extracted_images/without_800/without0006.jpg
../preparing data/extracted_images/without_800/without0007.jpg
../preparing data/extracted_images/without_800/without0008.jpg
../preparing data/extracted_images/without_800/without0009.jpg
../preparing data/extracted_images/without_800/without0010.jpg
../preparing data/extracted_images/without_800/without0011.jpg
../preparing data/extracted_images/without_800/without0012.jpg
../preparing data/extracted_images/without_800/without0013.jpg
../preparing data/extracted_images/without_800/without0014.jpg
../preparing data/extracted_images/without_800/without0015.jpg
../preparing data/extracted_images/without_800/without0016.jpg
../preparing data/extracted_images/without_800/without0017.jpg
../preparing data/extracted_images/without_800/without0018.jpg
../preparing data/extracted_images/without_800/without0019.jpg
../preparing data/extracted_images/without_800/without0020.jpg
../preparing data/extracted_images/without_800/without0021.jpg
../preparing data/extracted_images/without_800/without0022.jpg
../preparing data/extracted_images/without_800/without0023.jpg
../preparing data/extracted_images/without_800/without0024.jpg
../preparing data/extracted_images/without_800/without0025.jpg
../preparing data/extracted_images/without_800/without0026.jpg
../preparing data/extracted_images/without_800/without0027.jpg
../preparing data/extracted_images/without_800/without0028.jpg
../preparing data/extracted_images/without_800/without0029.jpg
../preparing data/extracted_images/without_800/without0030.jpg
../preparing data/extracted_images/without_800/without0031.jpg
../preparing data/extracted_images/without_800/without0032.jpg
../preparing data/extracted_images/without_800/without0033.jpg
../preparing data/extracted_images/without_800/without0034.jpg
../preparing data/extracted_images/without_800/without0035.jpg
../preparing data/extracted_images/without_800/without0036.jpg
../preparing data/extracted_images/without_800/without0037.jpg
../preparing data/extracted_images/without_800/without0038.jpg
../preparing data/extracted_images/without_800/without0039.jpg
../preparing data/extracted_images/without_800/without0040.jpg
../preparing data/extracted_images/without_800/without0041.jpg
../preparing data/extracted_images/without_800/without0042.jpg
../preparing data/extracted_images/without_800/without0043.jpg
../preparing data/extracted_images/without_800/without0044.jpg
../preparing data/extracted_images/without_800/without0045.jpg
../preparing data/extracted_images/without_800/without0046.jpg
../preparing data/extracted_images/without_800/without0047.jpg
../preparing data/extracted_images/without_800/without0048.jpg
../preparing data/extracted_images/without_800/without0049.jpg
../preparing data/extracted_images/without_800/without0050.jpg
../preparing data/extracted_images/without_800/without0051.jpg
../preparing data/extracted_images/without_800/without0052.jpg
../preparing data/extracted_images/without_800/without0053.jpg
../preparing data/extracted_images/without_800/without0054.jpg
../preparing data/extracted_images/without_800/without0055.jpg
