with_resized\with002.jpg 0
with_resized\with003.jpg 1 140 111 164 215
with_resized\with004.jpg 1 141 112 163 214
with_resized\with005.jpg 1 141 112 165 221
with_resized\with006.jpg 1 147 129 160 212
with_resized\with007.jpg 1 173 145 154 208
with_resized\with008.jpg 1 166 100 163 219
with_resized\with009.jpg 1 167 93 171 222
with_resized\with010.jpg 1 167 74 162 221
with_resized\with011.jpg 1 171 65 160 223
with_resized\with012.jpg 1 161 49 169 223
with_resized\with013.jpg 1 191 84 159 222
with_resized\with014.jpg 1 194 116 162 216
with_resized\with015.jpg 1 196 110 163 218
with_resized\with016.jpg 1 197 114 162 223
with_resized\with017.jpg 1 208 122 165 218
with_resized\with018.jpg 1 221 119 155 219
with_resized\with019.jpg 1 218 123 161 220
with_resized\with020.jpg 1 170 135 168 228
with_resized\with021.jpg 1 214 69 175 241
with_resized\with022.jpg 1 186 103 173 246
with_resized\with023.jpg 1 219 149 172 240
with_resized\with024.jpg 0
with_resized\with025.jpg 1 187 122 173 245
with_resized\with026.jpg 1 174 132 172 242
with_resized\with027.jpg 1 165 144 173 236
with_resized\with028.jpg 1 159 156 175 233
with_resized\with029.jpg 1 162 145 173 236
with_resized\with030.jpg 1 154 126 174 241
with_resized\with031.jpg 1 117 117 179 241
with_resized\with032.jpg 0
with_resized\with033.jpg 0
with_resized\with034.jpg 1 180 128 133 175
with_resized\with035.jpg 1 185 133 135 180
with_resized\with036.jpg 1 183 141 133 181
with_resized\with037.jpg 1 166 161 126 174
with_resized\with038.jpg 1 163 144 133 176
with_resized\with039.jpg 1 160 145 136 175
with_resized\with040.jpg 1 155 149 136 179
with_resized\with041.jpg 1 178 112 144 188
with_resized\with042.jpg 1 170 117 142 183
with_resized\with043.jpg 1 175 123 142 183
with_resized\with044.jpg 1 158 118 146 192
with_resized\with045.jpg 1 163 106 153 195
with_resized\with046.jpg 1 167 106 147 195
with_resized\with047.jpg 1 167 106 154 196
with_resized\with048.jpg 1 200 121 148 202
with_resized\with049.jpg 1 232 146 152 201
with_resized\with050.jpg 1 226 159 164 213
with_resized\with051.jpg 1 242 149 157 219
with_resized\with052.jpg 1 252 156 156 217
with_resized\with053.jpg 1 228 168 161 214
with_resized\with054.jpg 1 239 210 159 220
with_resized\with055.jpg 1 263 232 172 220
with_resized\with056.jpg 1 260 157 163 227
with_resized\with057.jpg 0
with_resized\with058.jpg 1 127 114 174 236
with_resized\with059.jpg 1 139 57 177 245
with_resized\with060.jpg 0
with_resized\with062.jpg 1 119 65 191 261
with_resized\with063.jpg 1 185 197 160 215
with_resized\with064.jpg 1 235 178 139 193
with_resized\with065.jpg 1 316 128 130 179
with_resized\with066.jpg 1 272 157 139 187
with_resized\with067.jpg 1 298 150 143 194
with_resized\with068.jpg 1 300 149 146 193
with_resized\with069.jpg 1 282 129 164 211
with_resized\with070.jpg 1 256 86 162 221
with_resized\with071.jpg 1 230 70 167 225
with_resized\with072.jpg 1 213 76 170 236
with_resized\with073.jpg 1 207 81 185 245
with_resized\with074.jpg 1 209 70 198 250
with_resized\with075.jpg 1 218 83 202 261
with_resized\with076.jpg 1 213 89 204 270
with_resized\with077.jpg 1 218 62 203 266
with_resized\with078.jpg 1 153 98 190 250
with_resized\with079.jpg 1 139 118 188 245
with_resized\with080.jpg 1 131 106 188 248
with_resized\with081.jpg 1 146 91 190 247
with_resized\with082.jpg 1 159 77 182 243
with_resized\with083.jpg 1 191 64 184 248
with_resized\with084.jpg 1 236 83 176 243
with_resized\with085.jpg 1 243 105 177 229
with_resized\with086.jpg 1 237 112 175 228
with_resized\with087.jpg 1 260 124 168 226
with_resized\with088.jpg 1 295 119 166 228
with_resized\with089.jpg 1 350 150 182 241
with_resized\with090.jpg 1 350 132 205 270
with_resized\with091.jpg 1 250 179 182 243
with_resized\with092.jpg 1 259 186 187 250
with_resized\with093.jpg 1 238 204 184 238
with_resized\with094.jpg 1 214 237 171 240
with_resized\with102.jpg 1 311 91 140 183
with_resized\with103.jpg 1 92 151 159 203
with_resized\with104.jpg 1 97 126 160 207
with_resized\with105.jpg 1 118 112 160 212
with_resized\with106.jpg 1 188 133 162 212
with_resized\with107.jpg 1 196 124 159 208
with_resized\with108.jpg 1 200 127 156 207
with_resized\with109.jpg 1 203 127 154 214
with_resized\with110.jpg 1 196 136 161 205
with_resized\with111.jpg 1 196 136 157 210
with_resized\with112.jpg 1 190 134 163 212
with_resized\with113.jpg 1 202 131 155 206
with_resized\with114.jpg 1 197 131 162 210
with_resized\with115.jpg 1 202 134 157 207
with_resized\with116.jpg 1 202 131 161 209
with_resized\with117.jpg 1 207 129 156 211
with_resized\with118.jpg 1 193 128 158 207
with_resized\with119.jpg 1 189 132 163 203
with_resized\with120.jpg 1 187 112 159 220
with_resized\with121.jpg 1 265 140 161 208
with_resized\with122.jpg 1 260 137 167 203
with_resized\with123.jpg 1 286 112 154 205
with_resized\with124.jpg 1 292 108 151 207
with_resized\with125.jpg 1 273 220 140 194
with_resized\with126.jpg 1 250 200 139 190
with_resized\with127.jpg 1 242 196 144 194
with_resized\with128.jpg 1 247 180 145 200
with_resized\with129.jpg 1 248 185 143 195
with_resized\with130.jpg 1 235 230 154 207
with_resized\with131.jpg 1 257 191 157 213
with_resized\with132.jpg 1 253 188 156 212
with_resized\with133.jpg 1 221 145 167 226
with_resized\with134.jpg 1 214 125 172 222
with_resized\with135.jpg 1 208 108 170 234
with_resized\with136.jpg 1 116 94 180 232
with_resized\with137.jpg 1 100 78 189 244
with_resized\with138.jpg 1 87 75 194 252
with_resized\with139.jpg 1 74 76 198 250
with_resized\with140.jpg 1 94 87 196 255
with_resized\with141.jpg 1 254 66 202 248
with_resized\with142.jpg 1 315 85 197 249
with_resized\with143.jpg 1 315 77 196 250
with_resized\with144.jpg 1 291 87 203 276
with_resized\with145.jpg 1 295 83 207 276
with_resized\with146.jpg 1 295 83 201 291
with_resized\with147.jpg 1 288 89 207 281
with_resized\with148.jpg 1 292 89 205 277
with_resized\with149.jpg 1 297 89 200 277
with_resized\with150.jpg 1 301 90 213 280
with_resized\with151.jpg 1 370 63 208 275
with_resized\with152.jpg 1 389 82 208 276
with_resized\with153.jpg 1 394 86 213 278
with_resized\with154.jpg 1 387 101 215 271
with_resized\with155.jpg 1 326 94 215 288
with_resized\with156.jpg 1 329 95 217 293
with_resized\with157.jpg 1 326 110 216 288
with_resized\with158.jpg 1 305 111 213 285
with_resized\with159.jpg 1 297 93 210 286
with_resized\with160.jpg 1 241 78 213 296
with_resized\with161.jpg 1 223 61 218 292
with_resized\with162.jpg 1 165 33 215 300
with_resized\with163.jpg 1 100 46 226 303
with_resized\with164.jpg 1 120 69 220 309
with_resized\with165.jpg 1 159 94 223 303
with_resized\with166.jpg 1 221 93 211 296
with_resized\with167.jpg 1 239 100 217 288
with_resized\with168.jpg 1 271 55 202 280
with_resized\with169.jpg 1 331 81 191 262
with_resized\with170.jpg 1 313 69 195 268
with_resized\with171.jpg 1 292 74 204 263
with_resized\with172.jpg 1 334 87 204 265
with_resized\with173.jpg 1 362 80 200 267
with_resized\with174.jpg 1 382 76 202 256
with_resized\with175.jpg 0
with_resized\with176.jpg 1 363 134 202 273
with_resized\with177.jpg 1 323 109 193 259
with_resized\with178.jpg 1 206 123 191 262
with_resized\with179.jpg 1 236 136 188 256
with_resized\with180.jpg 1 258 123 196 261
with_resized\with181.jpg 1 237 72 195 257
with_resized\with182.jpg 1 204 50 188 249
with_resized\with183.jpg 1 187 78 176 239
with_resized\with184.jpg 1 191 86 165 225
with_resized\with185.jpg 1 220 69 160 208
with_resized\with186.jpg 1 235 113 151 207
with_resized\with187.jpg 1 246 116 147 206
with_resized\with188.jpg 1 257 142 144 208
with_resized\with189.jpg 1 256 166 154 219
with_resized\with190.jpg 1 256 150 166 225
with_resized\with191.jpg 1 249 103 172 238
with_resized\with192.jpg 1 244 64 178 250
with_resized\with193.jpg 1 240 55 189 260
with_resized\with194.jpg 1 243 57 192 257
with_resized\with195.jpg 1 243 57 196 262
with_resized\with196.jpg 1 250 51 194 270
with_resized\with197.jpg 1 218 81 209 282
with_resized\with198.jpg 1 239 81 207 282
with_resized\with199.jpg 1 229 85 204 284
with_resized\with200.jpg 1 216 96 211 273
with_resized\with201.jpg 1 199 98 203 273
with_resized\with202.jpg 1 189 97 211 275
with_resized\with203.jpg 1 206 85 207 274
with_resized\with204.jpg 1 220 97 208 273
with_resized\with205.jpg 1 245 111 200 270
with_resized\with206.jpg 1 247 110 208 269
with_resized\with207.jpg 1 242 95 201 265
with_resized\with208.jpg 1 244 87 202 268
with_resized\with209.jpg 1 261 75 195 273
with_resized\with210.jpg 0
with_resized\with211.jpg 1 296 86 198 279
with_resized\with212.jpg 1 280 69 208 278
with_resized\with213.jpg 1 262 80 209 297
with_resized\with214.jpg 1 208 84 225 323
with_resized\with215.jpg 1 229 110 213 304
with_resized\with216.jpg 1 258 104 207 298
with_resized\with217.jpg 1 261 75 214 290
with_resized\with218.jpg 1 218 29 221 292
with_resized\with219.jpg 1 189 29 231 291
with_resized\with220.jpg 1 168 76 213 280
with_resized\with221.jpg 1 167 109 208 284
with_resized\with222.jpg 1 173 103 207 275
with_resized\with223.jpg 1 169 96 206 272
with_resized\with224.jpg 1 155 109 194 263
with_resized\with225.jpg 1 135 105 191 251
with_resized\with226.jpg 1 145 94 195 253
with_resized\with227.jpg 1 160 74 195 252
with_resized\with228.jpg 1 171 72 189 253
with_resized\with229.jpg 1 163 74 193 248
with_resized\with230.jpg 1 164 71 187 252
with_resized\with231.jpg 1 184 78 192 256
with_resized\with232.jpg 1 192 59 192 260
with_resized\with233.jpg 1 203 58 204 269
with_resized\with234.jpg 1 208 71 208 284
with_resized\with235.jpg 1 208 38 217 281
with_resized\with236.jpg 1 223 19 218 284
with_resized\with237.jpg 1 227 16 217 284
with_resized\with238.jpg 1 162 41 202 266
with_resized\with239.jpg 1 156 28 192 259
with_resized\with240.jpg 1 133 7 200 250
with_resized\with241.jpg 1 148 10 193 249
with_resized\with242.jpg 1 115 143 194 240
with_resized\with243.jpg 1 67 82 174 230
with_resized\with244.jpg 0
with_resized\with245.jpg 1 168 54 174 239
with_resized\with246.jpg 1 178 61 164 241
with_resized\with247.jpg 1 170 79 183 241
with_resized\with248.jpg 1 214 66 170 240
with_resized\with249.jpg 1 226 40 181 247
with_resized\with250.jpg 1 221 51 185 246
with_resized\with251.jpg 1 233 55 181 258
with_resized\with252.jpg 1 233 44 190 269
with_resized\with253.jpg 0
with_resized\with254.jpg 0
with_resized\with255.jpg 1 241 124 224 306
with_resized\with256.jpg 1 235 135 219 291
with_resized\with257.jpg 0
